States/UTs,1997-98,1998-99,1999-00,2000-01,2001-02,2002-03,2003-04,2004-05,2005-06,2006-07,2007-08,2008-09,2009-10,2010-11,2011-12,2012-13,2013-14
Bihar,-0.28,-2.3,-7.38,-2.63,-2.82,-2.86,-1.67,1.46,0.1,2.51,4.09,3.14,1.81,3.1,1.98,1.72,1.98
